"trackingID","rentalorderid","status","currentLocation","courierName","lastUpdateDate","additionalComments"
"trackingid1714","gamerentalorder1714","Out for Delivery","Raleigh,NC","DHL","2023-05-28 04:28:26",""
"trackingid1715","gamerentalorder1715","Attempted Delivery","Philadelphia,PA","USPS","2017-07-20 00:05:51",""
"trackingid1716","gamerentalorder1716","Ready for Pickup","Austin,TX","UPS","2018-12-18 10:21:49",""
"trackingid1717","gamerentalorder1717","Out for Delivery","Atlanta,GA","UPS","2016-02-27 14:13:37",""
"trackingid1718","gamerentalorder1718","Arrived at Facility","Philadelphia,PA","UPS","2014-04-21 03:24:17",""
"trackingid1719","gamerentalorder1719","Delivered","Oakland,CA","UPS","2013-10-30 06:07:04",""
"trackingid1720","gamerentalorder1720","Delivered","Austin,TX","DHL","2016-10-12 01:13:20",""
"trackingid1721","gamerentalorder1721","Attempted Delivery","Columbus,OH","DHL","2023-04-28 17:02:30",""
"trackingid1722","gamerentalorder1722","Returned to Sender","Los Angeles,CA","UPS","2013-10-07 15:16:16",""
"trackingid1723","gamerentalorder1723","Arrived at Facility","Colorado Springs,CO","USPS","2018-01-02 15:01:30",""
"trackingid1724","gamerentalorder1724","Arrived at Facility","Chicago,IL","FedEx","2018-04-12 03:46:39",""
"trackingid1725","gamerentalorder1725","Out for Delivery","Sacramento,CA","FedEx","2020-10-09 20:17:44",""
"trackingid1726","gamerentalorder1726","Ready for Pickup","Tucson,AZ","USPS","2022-01-17 23:06:16",""
"trackingid1727","gamerentalorder1727","Arrived at Facility","Portland,OR","UPS","2018-12-21 12:47:19",""
"trackingid1728","gamerentalorder1728","In Transit","Denver,CO","DHL","2021-01-14 04:52:02",""
"trackingid1729","gamerentalorder1729","Returned to Sender","Seattle,WA","FedEx","2014-03-07 23:11:32",""
"trackingid1730","gamerentalorder1730","Out for Delivery","New Orleans,LA","TNT","2016-11-30 01:45:26",""
"trackingid1732","gamerentalorder1732","Attempted Delivery","Oakland,CA","USPS","2017-11-27 08:22:43",""
"trackingid1733","gamerentalorder1733","Delivered","Sacramento,CA","UPS","2017-12-05 17:25:10",""
"trackingid1734","gamerentalorder1734","Attempted Delivery","New York,NY","FedEx","2017-11-27 14:30:08",""
"trackingid1735","gamerentalorder1735","Delivered","Mesa,AZ","UPS","2018-06-27 02:57:54",""
"trackingid1736","gamerentalorder1736","Attempted Delivery","Las Vegas,NV","FedEx","2016-12-13 06:00:56",""
"trackingid1737","gamerentalorder1737","Arrived at Facility","Oakland,CA","USPS","2023-09-13 17:32:42",""
"trackingid1738","gamerentalorder1738","In Transit","New Orleans,LA","USPS","2016-05-07 07:41:16",""
"trackingid1739","gamerentalorder1739","Delivered","Virginia Beach,VA","TNT","2013-01-09 23:14:50",""
"trackingid1740","gamerentalorder1740","Out for Delivery","Fresno,CA","UPS","2015-05-03 20:19:34",""
"trackingid1741","gamerentalorder1741","In Transit","Las Vegas,NV","TNT","2016-11-01 13:23:00",""
"trackingid1742","gamerentalorder1742","Out for Delivery","San Francisco,CA","UPS","2014-07-23 08:06:53",""
"trackingid1743","gamerentalorder1743","In Transit","Fresno,CA","TNT","2016-02-10 08:32:12",""
"trackingid1744","gamerentalorder1744","In Transit","Louisville,KY","DHL","2016-08-29 23:55:18",""
"trackingid1745","gamerentalorder1745","Attempted Delivery","Denver,CO","DHL","2016-08-24 23:46:40",""
"trackingid1746","gamerentalorder1746","Delivered","Nashville,TN","DHL","2012-06-14 12:49:55",""
"trackingid1747","gamerentalorder1747","Delivered","Denver,CO","DHL","2021-07-12 12:12:30",""
"trackingid1748","gamerentalorder1748","Ready for Pickup","Las Vegas,NV","FedEx","2016-03-13 22:34:30",""
"trackingid1749","gamerentalorder1749","In Transit","San Francisco,CA","DHL","2015-06-18 12:46:06",""
"trackingid1750","gamerentalorder1750","Arrived at Facility","Dallas,TX","USPS","2020-02-04 12:15:38",""
"trackingid1752","gamerentalorder1752","Out for Delivery","Miami,FL","FedEx","2012-04-12 10:45:21",""
"trackingid1753","gamerentalorder1753","Out for Delivery","Denver,CO","DHL","2012-10-18 13:35:33",""
"trackingid1754","gamerentalorder1754","Attempted Delivery","Tucson,AZ","DHL","2016-12-02 19:01:40",""
"trackingid1755","gamerentalorder1755","In Transit","Fresno,CA","DHL","2019-08-31 17:19:34",""
"trackingid1756","gamerentalorder1756","Out for Delivery","San Francisco,CA","TNT","2013-08-08 19:21:29",""
"trackingid1757","gamerentalorder1757","Out for Delivery","Omaha,NE","UPS","2017-09-06 13:38:20",""
"trackingid1758","gamerentalorder1758","Returned to Sender","Colorado Springs,CO","TNT","2018-08-27 13:59:01",""
"trackingid1759","gamerentalorder1759","In Transit","Seattle,WA","UPS","2019-06-15 04:12:50",""
"trackingid1760","gamerentalorder1760","Delayed","Fresno,CA","DHL","2023-04-11 17:00:59",""
"trackingid1761","gamerentalorder1761","Attempted Delivery","Las Vegas,NV","DHL","2015-09-23 17:18:54",""
"trackingid1762","gamerentalorder1762","Out for Delivery","Oakland,CA","TNT","2023-08-25 16:15:50",""
"trackingid1763","gamerentalorder1763","Attempted Delivery","Philadelphia,PA","TNT","2019-11-01 14:22:14",""
"trackingid1764","gamerentalorder1764","Delivered","Boston,MA","UPS","2022-05-07 05:22:48",""
"trackingid1765","gamerentalorder1765","Attempted Delivery","Philadelphia,PA","USPS","2014-01-03 21:03:25",""
"trackingid1766","gamerentalorder1766","Delayed","Albuquerque,NM","UPS","2016-10-19 09:56:13",""
"trackingid1767","gamerentalorder1767","Arrived at Facility","Raleigh,NC","TNT","2017-01-31 02:44:36",""
"trackingid1768","gamerentalorder1768","Delayed","Arlington,TX","TNT","2015-02-03 05:45:49",""
"trackingid1769","gamerentalorder1769","Arrived at Facility","Virginia Beach,VA","FedEx","2023-09-01 20:13:58",""
"trackingid1770","gamerentalorder1770","Attempted Delivery","Long Beach,CA","TNT","2021-09-14 07:06:03",""
"trackingid1771","gamerentalorder1771","Arrived at Facility","Milwaukee,WI","FedEx","2016-10-27 14:51:09",""
"trackingid1772","gamerentalorder1772","Delivered","Miami,FL","USPS","2014-09-30 12:05:00",""
"trackingid1773","gamerentalorder1773","In Transit","San Jose,CA","UPS","2015-12-16 09:30:24",""
"trackingid1774","gamerentalorder1774","Arrived at Facility","Baltimore,MD","UPS","2017-10-17 11:33:56",""
"trackingid1775","gamerentalorder1775","Arrived at Facility","Seattle,WA","FedEx","2012-10-11 18:40:57",""
"trackingid1776","gamerentalorder1776","Attempted Delivery","Portland,OR","UPS","2019-12-20 12:27:13",""
"trackingid1777","gamerentalorder1777","Delivered","Dallas,TX","TNT","2018-12-07 14:57:27",""
"trackingid1779","gamerentalorder1779","Ready for Pickup","Charlotte,NC","FedEx","2017-01-16 06:40:23",""
"trackingid1780","gamerentalorder1780","Ready for Pickup","Houston,TX","UPS","2017-03-10 20:45:49",""
"trackingid1781","gamerentalorder1781","Ready for Pickup","Colorado Springs,CO","FedEx","2012-08-12 18:09:58",""
"trackingid1782","gamerentalorder1782","In Transit","Dallas,TX","FedEx","2015-02-03 05:00:59",""
"trackingid1783","gamerentalorder1783","Delayed","Oakland,CA","DHL","2017-10-25 21:34:04",""
"trackingid1784","gamerentalorder1784","Attempted Delivery","Dallas,TX","TNT","2014-01-13 18:22:43",""
"trackingid1785","gamerentalorder1785","Attempted Delivery","Detroit,MI","FedEx","2013-03-11 20:26:38",""
"trackingid1786","gamerentalorder1786","Returned to Sender","Houston,TX","UPS","2018-10-06 00:04:08",""
"trackingid1787","gamerentalorder1787","Delivered","Indianapolis,IN","USPS","2018-04-27 14:41:22",""
"trackingid1788","gamerentalorder1788","Ready for Pickup","San Francisco,CA","FedEx","2014-04-09 00:09:37",""
"trackingid1789","gamerentalorder1789","In Transit","Charlotte,NC","FedEx","2022-11-04 14:57:56",""
"trackingid1790","gamerentalorder1790","Delivered","Sacramento,CA","DHL","2023-04-07 04:21:16",""
"trackingid1791","gamerentalorder1791","Ready for Pickup","Phoenix,AZ","TNT","2016-03-10 03:40:38",""
"trackingid1792","gamerentalorder1792","In Transit","Phoenix,AZ","USPS","2023-11-08 17:02:26",""
"trackingid1793","gamerentalorder1793","Delivered","Washington,DC","UPS","2017-05-19 09:15:03",""
"trackingid1794","gamerentalorder1794","Attempted Delivery","Charlotte,NC","USPS","2021-10-03 05:31:43",""
"trackingid1795","gamerentalorder1795","Attempted Delivery","Seattle,WA","UPS","2016-11-08 20:49:50",""
"trackingid1796","gamerentalorder1796","Delayed","Tulsa,OK","TNT","2012-11-28 10:53:50",""
"trackingid1797","gamerentalorder1797","Out for Delivery","Los Angeles,CA","UPS","2021-03-06 05:57:16",""
"trackingid1799","gamerentalorder1799","Arrived at Facility","Fort Worth,TX","DHL","2021-01-05 16:45:01",""
"trackingid1800","gamerentalorder1800","Delayed","Houston,TX","DHL","2014-11-13 22:38:30",""
"trackingid1801","gamerentalorder1801","Ready for Pickup","Miami,FL","DHL","2020-02-26 01:48:36",""
"trackingid1802","gamerentalorder1802","Returned to Sender","Oakland,CA","USPS","2013-08-10 00:26:42",""
"trackingid1803","gamerentalorder1803","Delivered","San Jose,CA","TNT","2022-10-12 01:19:42",""
"trackingid1804","gamerentalorder1804","Returned to Sender","Milwaukee,WI","UPS","2020-02-01 16:31:19",""
"trackingid1805","gamerentalorder1805","Out for Delivery","Raleigh,NC","UPS","2019-10-26 05:40:57",""
"trackingid1806","gamerentalorder1806","Arrived at Facility","San Diego,CA","DHL","2013-03-13 11:39:05",""
"trackingid1807","gamerentalorder1807","Delivered","Chicago,IL","DHL","2020-01-30 09:29:03",""
"trackingid1808","gamerentalorder1808","In Transit","Arlington,TX","FedEx","2016-02-02 21:46:31",""
"trackingid1809","gamerentalorder1809","Ready for Pickup","Minneapolis,MN","TNT","2014-11-04 12:16:05",""
"trackingid1810","gamerentalorder1810","Arrived at Facility","Dallas,TX","USPS","2019-08-23 12:09:06",""
"trackingid1812","gamerentalorder1812","Out for Delivery","Austin,TX","FedEx","2021-09-05 00:35:58",""
"trackingid1814","gamerentalorder1814","Ready for Pickup","Kansas City,MO","UPS","2018-11-06 04:06:03",""
"trackingid1816","gamerentalorder1816","Arrived at Facility","Fort Worth,TX","FedEx","2015-04-13 05:44:50",""
"trackingid1817","gamerentalorder1817","Delayed","Mesa,AZ","FedEx","2013-09-21 00:07:15",""
"trackingid1818","gamerentalorder1818","Ready for Pickup","Fort Worth,TX","TNT","2013-09-15 07:08:58",""
"trackingid1820","gamerentalorder1820","Delivered","Kansas City,MO","FedEx","2023-12-14 01:36:21",""
"trackingid1821","gamerentalorder1821","In Transit","San Jose,CA","USPS","2020-12-13 17:58:30",""
"trackingid1823","gamerentalorder1823","Delayed","San Antonio,TX","DHL","2014-04-24 19:12:18",""
"trackingid1824","gamerentalorder1824","Delayed","Los Angeles,CA","FedEx","2011-12-14 09:56:28",""
"trackingid1825","gamerentalorder1825","In Transit","Nashville,TN","TNT","2020-02-16 21:28:38",""
"trackingid1826","gamerentalorder1826","Delivered","Long Beach,CA","UPS","2020-10-25 19:03:31",""
"trackingid1827","gamerentalorder1827","Arrived at Facility","Colorado Springs,CO","USPS","2012-09-11 02:14:14",""
"trackingid1828","gamerentalorder1828","In Transit","Long Beach,CA","UPS","2017-10-29 09:07:24",""
"trackingid1829","gamerentalorder1829","Out for Delivery","Boston,MA","FedEx","2016-04-21 17:30:59",""
"trackingid1830","gamerentalorder1830","Out for Delivery","Nashville,TN","USPS","2023-09-16 11:03:03",""
"trackingid1831","gamerentalorder1831","Ready for Pickup","Louisville,KY","DHL","2021-07-31 13:44:29",""
"trackingid1832","gamerentalorder1832","Attempted Delivery","Columbus,OH","UPS","2018-08-26 23:54:48",""
"trackingid1833","gamerentalorder1833","Delayed","Detroit,MI","FedEx","2018-03-17 19:00:09",""
"trackingid1834","gamerentalorder1834","Delivered","Phoenix,AZ","TNT","2017-08-02 13:55:58",""
"trackingid1835","gamerentalorder1835","Ready for Pickup","Milwaukee,WI","USPS","2017-02-07 02:48:46",""
"trackingid1836","gamerentalorder1836","Attempted Delivery","Las Vegas,NV","UPS","2012-01-08 01:00:35",""
"trackingid1837","gamerentalorder1837","Attempted Delivery","Milwaukee,WI","UPS","2018-03-14 04:08:44",""
"trackingid1838","gamerentalorder1838","Ready for Pickup","Wichita,KS","DHL","2023-02-15 09:13:36",""
"trackingid1839","gamerentalorder1839","Returned to Sender","Washington,DC","DHL","2014-01-20 03:09:01",""
"trackingid1840","gamerentalorder1840","Attempted Delivery","Omaha,NE","TNT","2014-04-21 07:37:18",""
"trackingid1841","gamerentalorder1841","Returned to Sender","Indianapolis,IN","TNT","2019-09-14 23:13:55",""
"trackingid1842","gamerentalorder1842","Out for Delivery","Oakland,CA","FedEx","2016-06-25 20:48:02",""
"trackingid1843","gamerentalorder1843","Out for Delivery","Los Angeles,CA","FedEx","2012-02-28 14:23:52",""
"trackingid1844","gamerentalorder1844","Attempted Delivery","Las Vegas,NV","TNT","2016-06-03 16:41:03",""
"trackingid1845","gamerentalorder1845","Out for Delivery","Fort Worth,TX","TNT","2021-10-27 06:05:17",""
"trackingid1846","gamerentalorder1846","Delivered","Long Beach,CA","USPS","2020-05-19 20:35:47",""
"trackingid1847","gamerentalorder1847","Returned to Sender","Memphis,TN","DHL","2021-08-22 12:11:26",""
"trackingid1848","gamerentalorder1848","Returned to Sender","Miami,FL","FedEx","2020-11-20 21:59:28",""
"trackingid1849","gamerentalorder1849","Attempted Delivery","Philadelphia,PA","DHL","2012-06-16 01:08:26",""
"trackingid1850","gamerentalorder1850","Out for Delivery","Chicago,IL","DHL","2019-01-27 05:29:57",""
"trackingid1851","gamerentalorder1851","In Transit","Sacramento,CA","TNT","2014-11-23 16:01:30",""
"trackingid1852","gamerentalorder1852","Delayed","Seattle,WA","USPS","2017-09-21 12:07:56",""
"trackingid1853","gamerentalorder1853","Ready for Pickup","Austin,TX","UPS","2013-12-09 10:35:35",""
"trackingid1854","gamerentalorder1854","Ready for Pickup","Washington,DC","USPS","2016-12-10 22:51:46",""
"trackingid1855","gamerentalorder1855","Returned to Sender","Phoenix,AZ","USPS","2022-10-09 07:53:12",""
"trackingid1856","gamerentalorder1856","Attempted Delivery","Denver,CO","DHL","2019-01-13 18:18:33",""
"trackingid1857","gamerentalorder1857","Attempted Delivery","El Paso,TX","USPS","2020-08-01 09:29:09",""
"trackingid1858","gamerentalorder1858","Delivered","Denver,CO","FedEx","2016-05-08 03:48:09",""
"trackingid1859","gamerentalorder1859","Arrived at Facility","Tulsa,OK","DHL","2023-04-07 11:16:41",""
"trackingid1860","gamerentalorder1860","Delayed","San Francisco,CA","FedEx","2020-05-03 02:59:40",""
"trackingid1861","gamerentalorder1861","Arrived at Facility","Portland,OR","UPS","2022-08-17 06:15:15",""
"trackingid1862","gamerentalorder1862","Returned to Sender","Raleigh,NC","DHL","2019-01-26 16:41:48",""
"trackingid1863","gamerentalorder1863","Ready for Pickup","Houston,TX","UPS","2012-01-31 06:25:13",""
"trackingid1864","gamerentalorder1864","Delivered","Charlotte,NC","DHL","2020-09-16 09:51:15",""
"trackingid1865","gamerentalorder1865","Delivered","Las Vegas,NV","TNT","2012-09-13 19:19:40",""
"trackingid1866","gamerentalorder1866","Delivered","Omaha,NE","USPS","2021-03-12 07:02:04",""
"trackingid1867","gamerentalorder1867","Returned to Sender","Sacramento,CA","TNT","2017-08-25 13:13:21",""
"trackingid1868","gamerentalorder1868","Arrived at Facility","Columbus,OH","UPS","2014-03-27 22:37:14",""
"trackingid1869","gamerentalorder1869","Ready for Pickup","New Orleans,LA","USPS","2019-05-13 12:08:27",""
"trackingid1870","gamerentalorder1870","Delivered","Denver,CO","DHL","2022-05-13 07:50:08",""
"trackingid1871","gamerentalorder1871","Ready for Pickup","Atlanta,GA","USPS","2021-12-15 16:32:00",""
"trackingid1872","gamerentalorder1872","Out for Delivery","Mesa,AZ","FedEx","2017-05-07 05:20:27",""
"trackingid1873","gamerentalorder1873","Attempted Delivery","San Antonio,TX","USPS","2013-04-11 01:50:06",""
"trackingid1874","gamerentalorder1874","Attempted Delivery","Baltimore,MD","FedEx","2016-01-15 17:05:59",""
"trackingid1875","gamerentalorder1875","Ready for Pickup","Denver,CO","USPS","2017-01-16 15:38:41",""
"trackingid1876","gamerentalorder1876","In Transit","New Orleans,LA","FedEx","2023-02-11 10:15:01",""
"trackingid1877","gamerentalorder1877","In Transit","Las Vegas,NV","UPS","2015-06-24 19:02:18",""
"trackingid1878","gamerentalorder1878","Returned to Sender","San Francisco,CA","TNT","2015-04-04 04:22:24",""
"trackingid1879","gamerentalorder1879","Returned to Sender","Tulsa,OK","DHL","2013-01-24 19:45:26",""
"trackingid1880","gamerentalorder1880","Attempted Delivery","Colorado Springs,CO","USPS","2021-07-31 13:11:24",""
"trackingid1882","gamerentalorder1882","Delayed","Seattle,WA","DHL","2018-07-20 09:42:26",""
"trackingid1883","gamerentalorder1883","Arrived at Facility","Memphis,TN","DHL","2019-04-28 08:07:47",""
"trackingid1885","gamerentalorder1885","Returned to Sender","Denver,CO","UPS","2014-01-05 21:24:27",""
"trackingid1886","gamerentalorder1886","Out for Delivery","Miami,FL","UPS","2014-06-25 09:21:19",""
"trackingid1887","gamerentalorder1887","Returned to Sender","Indianapolis,IN","TNT","2017-02-13 17:21:14",""
"trackingid1888","gamerentalorder1888","Delayed","Oakland,CA","UPS","2015-05-03 17:41:45",""
"trackingid1889","gamerentalorder1889","Arrived at Facility","Fort Worth,TX","USPS","2021-06-22 06:28:39",""
"trackingid1891","gamerentalorder1891","Returned to Sender","Oklahoma City,OK","TNT","2013-11-15 01:24:50",""
"trackingid1892","gamerentalorder1892","Delivered","San Jose,CA","UPS","2013-09-13 11:46:49",""
"trackingid1893","gamerentalorder1893","Ready for Pickup","Fresno,CA","USPS","2013-08-26 22:13:01",""
"trackingid1894","gamerentalorder1894","Delayed","Mesa,AZ","FedEx","2020-03-26 16:16:39",""
"trackingid1895","gamerentalorder1895","Delayed","Las Vegas,NV","TNT","2021-11-09 16:39:31",""
"trackingid1896","gamerentalorder1896","Returned to Sender","Philadelphia,PA","FedEx","2012-02-27 07:58:35",""
"trackingid1897","gamerentalorder1897","Attempted Delivery","Portland,OR","FedEx","2021-04-25 03:28:46",""
"trackingid1898","gamerentalorder1898","Returned to Sender","Seattle,WA","FedEx","2019-11-05 20:16:30",""
"trackingid1899","gamerentalorder1899","Attempted Delivery","Nashville,TN","DHL","2023-06-03 08:56:21",""
"trackingid1900","gamerentalorder1900","Delayed","Philadelphia,PA","DHL","2022-01-14 22:55:12",""
"trackingid1901","gamerentalorder1901","Out for Delivery","Louisville,KY","FedEx","2019-03-06 05:36:42",""
"trackingid1902","gamerentalorder1902","Delayed","Las Vegas,NV","TNT","2020-05-25 21:38:54",""
"trackingid1903","gamerentalorder1903","Arrived at Facility","Indianapolis,IN","USPS","2014-07-30 18:25:10",""
"trackingid1904","gamerentalorder1904","Ready for Pickup","Minneapolis,MN","USPS","2022-05-27 18:29:02",""
"trackingid1905","gamerentalorder1905","Ready for Pickup","Portland,OR","UPS","2016-10-04 01:15:06",""
"trackingid1906","gamerentalorder1906","In Transit","Austin,TX","TNT","2014-12-30 03:54:25",""
"trackingid1907","gamerentalorder1907","In Transit","Detroit,MI","DHL","2023-08-30 01:37:00",""
"trackingid1908","gamerentalorder1908","Delayed","Fresno,CA","FedEx","2022-07-13 11:37:08",""
"trackingid1909","gamerentalorder1909","Arrived at Facility","Memphis,TN","UPS","2015-12-18 19:07:58",""
"trackingid1910","gamerentalorder1910","In Transit","Chicago,IL","USPS","2023-05-05 02:11:02",""
"trackingid1911","gamerentalorder1911","Ready for Pickup","Austin,TX","DHL","2019-08-16 05:12:27",""
"trackingid1913","gamerentalorder1913","Out for Delivery","Columbus,OH","FedEx","2020-10-08 04:38:54",""
"trackingid1914","gamerentalorder1914","Out for Delivery","Detroit,MI","USPS","2016-04-21 16:45:05",""
"trackingid1916","gamerentalorder1916","Delayed","Boston,MA","DHL","2020-05-13 22:24:47",""
"trackingid1917","gamerentalorder1917","In Transit","Long Beach,CA","FedEx","2013-05-03 18:25:21",""
"trackingid1918","gamerentalorder1918","Returned to Sender","Baltimore,MD","TNT","2020-12-25 22:20:07",""
"trackingid1919","gamerentalorder1919","Out for Delivery","San Diego,CA","USPS","2015-07-13 09:44:02",""
"trackingid1920","gamerentalorder1920","Out for Delivery","Washington,DC","DHL","2016-09-24 04:16:11",""
"trackingid1921","gamerentalorder1921","Delivered","Arlington,TX","TNT","2017-05-29 02:02:04",""
"trackingid1922","gamerentalorder1922","Delayed","Albuquerque,NM","TNT","2017-01-14 16:08:23",""
"trackingid1923","gamerentalorder1923","Delivered","El Paso,TX","TNT","2023-05-01 15:51:13",""
"trackingid1924","gamerentalorder1924","Ready for Pickup","San Antonio,TX","DHL","2020-12-24 15:18:31",""
"trackingid1925","gamerentalorder1925","Out for Delivery","Dallas,TX","DHL","2022-09-22 02:13:03",""
"trackingid1926","gamerentalorder1926","Arrived at Facility","Oakland,CA","UPS","2020-12-16 18:38:45",""
"trackingid1927","gamerentalorder1927","Attempted Delivery","New York,NY","USPS","2023-10-18 08:02:31",""
"trackingid1928","gamerentalorder1928","Attempted Delivery","Louisville,KY","FedEx","2013-06-24 05:15:39",""
"trackingid1929","gamerentalorder1929","Returned to Sender","San Diego,CA","TNT","2022-08-14 03:02:55",""
"trackingid1930","gamerentalorder1930","Out for Delivery","Houston,TX","UPS","2012-11-06 23:53:37",""
"trackingid1931","gamerentalorder1931","Out for Delivery","Sacramento,CA","FedEx","2018-02-20 01:16:31",""
"trackingid1932","gamerentalorder1932","Ready for Pickup","Chicago,IL","UPS","2020-01-17 21:53:43",""
"trackingid1933","gamerentalorder1933","Out for Delivery","Oakland,CA","DHL","2014-10-13 19:54:44",""
"trackingid1934","gamerentalorder1934","Arrived at Facility","Colorado Springs,CO","TNT","2013-10-10 13:48:33",""
"trackingid1935","gamerentalorder1935","Delivered","San Antonio,TX","FedEx","2020-08-03 07:43:23",""
"trackingid1936","gamerentalorder1936","Out for Delivery","Oklahoma City,OK","FedEx","2022-03-17 18:00:19",""
"trackingid1937","gamerentalorder1937","Out for Delivery","New York,NY","FedEx","2018-01-20 04:57:08",""
"trackingid1938","gamerentalorder1938","Ready for Pickup","Oklahoma City,OK","FedEx","2017-02-13 11:06:01",""
"trackingid1939","gamerentalorder1939","Delayed","San Francisco,CA","FedEx","2015-03-01 14:57:28",""
"trackingid1940","gamerentalorder1940","In Transit","Atlanta,GA","UPS","2016-02-22 23:00:39",""
"trackingid1941","gamerentalorder1941","Delayed","San Antonio,TX","TNT","2017-06-15 17:55:22",""
"trackingid1942","gamerentalorder1942","Ready for Pickup","Omaha,NE","DHL","2016-08-01 23:00:10",""
"trackingid1943","gamerentalorder1943","Delayed","Nashville,TN","DHL","2023-11-10 02:07:20",""
"trackingid1944","gamerentalorder1944","Ready for Pickup","Raleigh,NC","DHL","2023-04-08 14:12:33",""
"trackingid1945","gamerentalorder1945","Arrived at Facility","Austin,TX","DHL","2014-01-12 11:29:58",""
"trackingid1946","gamerentalorder1946","Returned to Sender","Miami,FL","UPS","2012-02-13 07:01:08",""
"trackingid1947","gamerentalorder1947","Out for Delivery","Tucson,AZ","USPS","2021-01-26 18:39:08",""
"trackingid1948","gamerentalorder1948","Ready for Pickup","Wichita,KS","TNT","2020-03-03 20:23:50",""
"trackingid1949","gamerentalorder1949","Ready for Pickup","Mesa,AZ","FedEx","2022-12-24 04:49:31",""
"trackingid1950","gamerentalorder1950","In Transit","Kansas City,MO","USPS","2013-01-06 20:29:29",""
"trackingid1951","gamerentalorder1951","Ready for Pickup","Raleigh,NC","DHL","2015-06-12 18:26:27",""
"trackingid1952","gamerentalorder1952","Attempted Delivery","Indianapolis,IN","USPS","2017-05-06 22:18:21",""
"trackingid1953","gamerentalorder1953","Returned to Sender","Sacramento,CA","TNT","2022-10-06 08:32:25",""
"trackingid1954","gamerentalorder1954","Out for Delivery","Arlington,TX","FedEx","2019-05-29 17:43:15",""
"trackingid1955","gamerentalorder1955","Out for Delivery","Phoenix,AZ","FedEx","2013-05-12 12:05:40",""
"trackingid1956","gamerentalorder1956","In Transit","Arlington,TX","TNT","2012-11-09 10:46:58",""
"trackingid1957","gamerentalorder1957","Arrived at Facility","Albuquerque,NM","TNT","2020-09-02 21:04:12",""
"trackingid1959","gamerentalorder1959","Attempted Delivery","Tulsa,OK","FedEx","2012-11-01 05:56:21",""
"trackingid1960","gamerentalorder1960","Out for Delivery","Sacramento,CA","USPS","2018-04-11 17:34:01",""
"trackingid1961","gamerentalorder1961","Attempted Delivery","Columbus,OH","UPS","2023-05-07 18:11:29",""
"trackingid1962","gamerentalorder1962","Returned to Sender","Arlington,TX","UPS","2022-10-19 12:33:29",""
"trackingid1963","gamerentalorder1963","Returned to Sender","Milwaukee,WI","TNT","2013-07-27 22:06:34",""
"trackingid1964","gamerentalorder1964","Delivered","Milwaukee,WI","DHL","2016-06-19 22:50:33",""
"trackingid1965","gamerentalorder1965","Delivered","Indianapolis,IN","UPS","2013-02-02 18:20:58",""
"trackingid1966","gamerentalorder1966","Attempted Delivery","Portland,OR","FedEx","2023-09-11 21:18:19",""
"trackingid1967","gamerentalorder1967","Arrived at Facility","Nashville,TN","TNT","2017-10-14 07:26:59",""
"trackingid1968","gamerentalorder1968","Out for Delivery","Seattle,WA","USPS","2017-01-23 14:08:06",""
"trackingid1969","gamerentalorder1969","Ready for Pickup","Wichita,KS","TNT","2013-01-15 08:07:09",""
"trackingid1970","gamerentalorder1970","Out for Delivery","Columbus,OH","USPS","2013-12-27 13:11:44",""
"trackingid1971","gamerentalorder1971","Delivered","Wichita,KS","TNT","2023-08-25 09:14:45",""
"trackingid1972","gamerentalorder1972","Delayed","Charlotte,NC","TNT","2020-06-27 07:02:47",""
"trackingid1973","gamerentalorder1973","Ready for Pickup","Charlotte,NC","TNT","2012-09-01 00:43:08",""
"trackingid1974","gamerentalorder1974","Attempted Delivery","Philadelphia,PA","USPS","2017-10-07 20:10:35",""
"trackingid1975","gamerentalorder1975","Ready for Pickup","Oklahoma City,OK","USPS","2020-11-26 07:57:41",""
"trackingid1976","gamerentalorder1976","Delayed","Charlotte,NC","TNT","2013-07-20 12:38:37",""
"trackingid1977","gamerentalorder1977","Out for Delivery","Wichita,KS","UPS","2020-05-17 03:20:19",""
"trackingid1978","gamerentalorder1978","Out for Delivery","Mesa,AZ","DHL","2023-04-15 08:33:36",""
"trackingid1979","gamerentalorder1979","Arrived at Facility","San Diego,CA","DHL","2012-10-12 00:16:41",""
"trackingid1980","gamerentalorder1980","In Transit","Charlotte,NC","DHL","2020-08-06 05:08:10",""
"trackingid1981","gamerentalorder1981","Ready for Pickup","Chicago,IL","USPS","2023-06-03 03:28:27",""
"trackingid1982","gamerentalorder1982","Delivered","Tulsa,OK","USPS","2022-10-19 19:18:33",""
"trackingid1983","gamerentalorder1983","Delayed","Fort Worth,TX","UPS","2012-12-05 08:13:54",""
"trackingid1984","gamerentalorder1984","Delayed","Raleigh,NC","DHL","2020-08-13 22:31:42",""
"trackingid1985","gamerentalorder1985","Delayed","Fresno,CA","DHL","2021-05-13 07:54:28",""
"trackingid1986","gamerentalorder1986","Delivered","Portland,OR","TNT","2013-11-30 00:20:02",""
"trackingid1987","gamerentalorder1987","In Transit","Colorado Springs,CO","USPS","2020-05-07 11:51:56",""
"trackingid1988","gamerentalorder1988","Out for Delivery","Albuquerque,NM","DHL","2013-04-07 21:10:44",""
"trackingid1989","gamerentalorder1989","Arrived at Facility","Albuquerque,NM","UPS","2015-07-01 17:32:09",""
"trackingid1990","gamerentalorder1990","Arrived at Facility","Baltimore,MD","UPS","2021-04-14 21:11:30",""
